,Station name,UIC code,Total travelers 2023,Total travelers 2022,Total travelers 2021,Total travelers 2020,Total travelers 2019,Total travelers 2018,Total travelers 2017,Total travelers 2016,Total travelers 2015
1813,Belleville,87141804,31805,26977,20628,17494,25006,23040,28306,28504,28800
1814,Bellevue,87393116,1319708,1094825,963958,561566,1326402,1346821,1370573,1369605,1360814
1815,Belvès,87595876,3850,2759,2896,3663,7409,7242,9336,9965,10094
1816,Bengy-sur-Craon,87576447,29517,25974,16544,17995,16781,12622,13874,11735,7331
1817,Bergerac,87584268,398081,356938,278850,199226,185431,271436,297352,275003,289479
1818,Besançon Franche-Comté TGV,87300863,739282,618834,501306,349723,657453,641643,712656,682900,689453
1819,Besançon Viotte,87718007,2725611,2616257,1910107,1587747,2155623,1948332,2118267,2040910,2123064
1820,Beslé,87471219,52652,38875,22049,15975,28946,24110,22423,20650,20567
1821,Betton,87471045,93491,98453,60428,48846,69479,57640,60526,54956,59721
1822,Bitche,87193821,36242,30852,22009,15583,26270,20640,19610,18895,23357
1823,Bitschwiller-lès-Thann,87182576,37735,34337,30522,29187,36084,32939,35640,33589,37642
1824,Blainville - Damelevières,87141135,313619,275526,216220,177687,251380,246147,264277,279193,295781
1825,Blanzy,87694612,10820,21359,22555,21322,13853,7317,6130,5586,7439
1826,Blonville-sur-Mer - Benerville,87444380,2996,2498,1864,1398,2404,1927,2020,1978,1977
1827,Bohain-en-Vermandois,87296269,139743,142030,120520,109447,142094,154861,171123,167908,162216
1828,Boigneville,87684407,30983,29124,36843,17612,35444,39428,44679,48929,53891
1829,Boisseaux,87543082,9182,8167,4979,5241,7250,7042,6416,5823,5618
1830,Bonson,87726414,60899,58831,40429,36464,66667,57138,59067,55706,64674
1831,Bouchain,87345389,27510,25412,17881,25002,37029,34644,36656,33428,32641
1832,Boulazac,87725473,32033,17196,4401,53,0,0,0,0,0
1833,Bourgneuf-en-Retz,87481242,26345,22569,16403,11428,18222,14560,15541,14164,11131
1834,Bourgoin-Jallieu,87723429,1947973,1846340,1381493,922883,1855873,1765349,1838742,1701021,1605895
1835,Bourth,87393603,0,0,0,0,0,0,82,469,385
1836,Boussy-Saint-Antoine,87682138,3065180,2880374,2906672,1921990,3487143,3585833,3677684,3712941,3725311
1837,Boën-sur-Lignon,87726471,30674,27226,20030,16541,25451,11921,13859,22402,31040
1838,Brax - Léguevin,87611822,218967,183031,167990,148043,174997,191089,227273,239714,265796
1839,Breil-sur-Roya,87756833,60487,67208,27475,32917,70196,60658,71707,57215,51425
1840,Bretoncelles,87394270,25890,26432,25848,21239,22932,20615,20934,24073,26475
1841,Breuil - Romain,87171322,41472,33261,25289,22209,19333,13976,13838,13118,23285
1842,Briançon,87763607,192288,173341,112464,99791,156681,142121,169834,183132,183995
1843,Brion - Montréal-la-Cluse,87131961,45871,46414,34660,25344,35922,32292,32521,38422,44243
1844,Brélidy - Plouëc,87473827,5931,3917,3841,5021,4787,2925,1748,2270,2903
1845,Byans-sur-Doubs,87718122,5449,8622,6242,6415,5284,4466,8714,11428,11908
1846,Bénesse-Maremne,87673285,33864,21700,16852,11675,13991,9254,8096,8446,7184
1847,Bénestroff,87192302,15768,10350,8422,7919,11223,9158,8829,7830,7232
1848,Cadaujac,87582684,66894,52220,34033,22884,43876,41353,42938,38884,41806
1849,Callac,87473546,41523,40638,36048,29476,27278,23917,24032,21166,22912
1850,Cannes La Bocca,87757617,166572,156151,135049,104403,212472,217673,349434,195274,191768
1851,Carantilly - Marigny,87447144,0,0,0,0,0,1403,1948,1404,1697
1852,Carnoët - Locarn,87473561,3913,4753,4297,2633,2557,3410,3273,3558,2918
1853,Caulnes,87473066,84923,73308,49281,42095,55299,45131,36453,31786,27383
1854,Chagny,87713578,374370,419221,321168,295045,325664,314142,369020,351985,371474
1855,Chalon-sur-Saône,87725002,1602704,1598581,1185498,1040278,1309047,1238458,1366947,1297413,1412751
1856,Chamelet,87721829,14564,13668,9180,6775,13321,9539,8453,12411,11419
1857,Champ de Mars Tour Eiffel,87393058,6985616,6564413,2516159,1472021,7947231,8715423,9575471,10321323,11088743
1858,Champagnole,87715326,51687,55022,46373,36540,35922,28993,33993,29142,27213
1859,Champbenoist - Poigny,87115873,206637,182176,144147,105983,220552,215765,211940,204274,196027
1860,Charmes,87144055,340567,360594,288610,239565,313168,276459,284407,280450,288612
1861,Chasseneuil-sur-Bonnieure,87583443,301,122,120,5765,17783,21027,28700,27141,31627
1862,Chaugey,87712679,12885,13134,9623,10429,9833,9327,15049,13434,14777
1863,Chaumont,87142000,417780,352144,258099,217313,343328,337021,391954,393953,420282
1864,Chaumont-en-Vexin,87381228,305958,294064,256106,177716,310770,311075,373983,377857,386236
1865,Chazay - Marcilly,87721415,17570,20138,16123,12148,17133,13054,17384,15361,13632
1866,Chedde,87746701,28188,24235,17314,15047,20478,21249,22641,23305,22703
1867,Chenonceaux,87574491,70593,61257,39711,30101,45390,44593,48742,48162,46471
1868,Chevaigné,87471458,78469,75065,45317,49121,55765,45466,43305,35341,31216
1869,Chirac,87783290,44,72,20,59,22,15,25,15,87
1870,Chissay-en-Touraine,87574848,14892,9811,5188,2361,5992,7176,7711,8050,7393
1871,Cholet,87484303,669711,613049,451435,321851,499882,471013,541162,521430,552627
1872,Chouzy-sur-Cisse,87574301,1010,738,818,475,751,4616,8329,10939,13082
1873,Châteauneuf-sur-Cher,87576298,13957,16400,9878,7441,10472,9070,11801,11263,13422
1874,Châteauroux,87597005,734307,733059,617397,560045,805216,728454,787944,751042,784887
1875,Châtelaudren - Plouagat,87473140,18555,18476,12364,9087,11356,10169,11001,10492,8646
1876,Clacy - Mons,87296178,830,1063,733,997,408,48,120,436,769
1877,Clermont La Pardieu,87782607,320167,280491,222476,198483,261412,248038,306582,289709,308942
1878,Clermont de l'Oise,87313304,1062992,986046,813582,709439,980971,926973,980153,930076,935465
1879,Coat Guégan,87473579,897,894,505,318,637,1681,2851,3547,2796
1880,Colombes,87381087,5581499,5836138,5496540,2242945,6156786,6305152,6159813,5993177,6039242
1881,Colomiers Lycée International,87611921,196230,158547,134118,138766,174685,181352,233161,251010,255183
1882,Comines,87286260,455,1056,1265,1058,2413,2357,2348,1690,3343
1883,Commentry,87641415,104766,101419,93256,92822,128926,135685,149476,152911,170189
1884,Cornil,87594481,9924,7553,5149,3418,4762,3654,4309,3443,3539
1885,Coutras,87584516,428616,425844,346821,273994,376331,338056,349278,338156,346268
1886,Couzon-au-Mont-d'Or,87721241,69491,69501,52265,35181,56195,40076,36115,39264,39429
1887,Creil,87276006,5392059,5224702,4343840,3384293,5096215,4767367,5179573,4975896,4771298
1888,Croix du Prince,87672600,7338,5957,6093,4705,6884,4622,3975,4777,3665
1889,Crouy,87271874,1035,563,399,376,1011,596,327,183,457
1890,Crépy - Couvron,87296152,3634,4207,3363,2223,2684,1993,1738,3029,4094
1891,Cuers - Pierrefeu,87755355,124755,105189,90246,49667,69744,52377,62805,50332,38719
1892,Danjoutin,87700146,1232,1742,1007,948,1924,87,0,0,0
1893,Dannemarie,87182253,109937,97869,85930,73044,109780,98973,100724,90147,90221
1894,Dannes - Camiers,87317081,7815,11836,12562,9337,10346,9826,11730,15102,13095
1895,Darsac,87734673,2132,2133,2160,2094,3386,2834,6034,8542,7577
1896,Deluz,87718429,2726,2682,1354,1240,1352,597,1192,1207,1868
1897,Dercy - Froidmont,87297143,8927,8642,9055,10378,9871,11496,13503,13129,13255
1898,Deûlémont,87287185,254,417,396,147,316,332,390,574,894
1899,Digoin,87694695,28459,31506,24798,18097,19319,15496,19277,18785,21829
1900,Dijon Porte Neuve,87713008,97491,106372,96032,103723,127926,133230,146606,144619,149762
1901,Dinan,87478164,90785,92068,63610,37277,72293,67398,83213,81345,84903
1902,Dirinon,87474015,17468,13323,7630,4781,8153,4811,1248,1950,2467
1903,Docelles - Cheniménil,87144030,8708,10443,6953,5168,5720,4021,5496,5733,5535
1904,Domblans - Voiteur,87718213,26165,33201,32655,35660,31832,34199,41499,41663,44879
1905,Donges Halte,87481721,26802,21576,11894,7839,10787,9064,8324,9446,10613
1906,Dordives,87684233,154759,44764,28222,19270,27353,40152,87871,213516,545489
1907,Drefféac,87476770,9969,7301,4871,3737,7414,5658,3504,3111,2799
1908,Dreuil-lès-Amiens,87316075,6670,4898,5055,6308,8475,9338,10017,12829,13322
1909,Dunkerque,87281006,2042446,1905250,1414394,1241973,1931759,1663300,1756974,1681344,1753890
1910,Ebersheim,87214106,21882,19355,15009,11859,17186,15104,13195,14582,15433
1911,Ecully - Tassin,87721506,219253,233074,203535,189080,223872,203523,209028,183039,150903
1912,Einvaux,87141200,6028,4821,3098,3416,5387,5113,5343,6779,8766
1913,Entzheim Aéroport,87214528,368262,335219,229099,186037,374862,343863,348098,344805,347033
1914,Ermont - Eaubonne,87276055,21292129,21728297,20302286,12240896,22636877,23060542,22292293,21209815,21275454
1915,Err,87784843,638,581,299,697,515,306,342,327,285
1916,Esches,87272096,51756,47065,40101,32345,44886,42395,44624,38543,32991
1917,Espéraza,87615211,426,975,637,387,630,322,440,369,335
1918,Esvres sur Indre,87571422,30689,24551,22226,17079,25371,28381,24786,22696,21833
1919,Fellering,87182626,27219,19737,22995,23468,25221,24528,26713,29281,27050
1920,Fontaine-le-Port,87682427,65034,34558,36204,17924,42287,46433,51024,55030,59224
1921,Fontenay-le-Fleury,87393405,1292054,2614566,2142184,1461947,3165988,2800672,2498898,2181172,1894635
1922,Fontpédrouse,87784769,5275,4448,3213,2240,3012,2886,3009,3703,3614
1923,Formerie,87313833,14393,15057,12409,9130,10336,7809,7501,6118,6138
1924,Foëcy,87576108,29631,33780,24973,21722,27253,25818,25935,22704,24726
1925,Franconville - Le Plessis-Bouchard,87276071,5458186,5203210,4930658,3109665,5875083,5952225,5831267,5722193,5593007
1926,Franois,87718304,8656,9331,5658,6003,8215,12811,28351,25535,24509
1927,Freistroff,87191395,1718,2073,1398,1494,2436,2861,2171,2051,2334
1928,Fréjus,87757500,187252,179522,149002,103420,181707,188070,197430,138804,134173
1929,Frévin-Capelle,87342212,7637,2396,1808,3906,4836,6540,7935,7961,7262
1930,Fumay,87172098,102999,80873,62546,53838,69508,74360,90982,97296,95133
1931,Gandrange - Amnéville,87191742,3775,3965,2916,1646,3235,2456,3584,6408,10354
1932,Gannat,87732404,93252,86791,68148,56161,91313,81266,92707,87973,92353
1933,Garchizy,87691436,25,17,7,45,9,6,18,58,65
1934,Geispolsheim,87212258,69330,55912,43304,36750,61437,60392,69625,92680,87532
1935,Gennevilliers,87271205,1780072,1672742,1206798,563830,2025274,2090962,2169888,2207587,2234373
1936,Gerzat,87734046,36460,31906,24853,20688,27140,23326,28307,29640,29522
1937,Givet,87172130,146457,104593,75160,65458,81721,79315,89898,92403,102220
1938,Golfech,87618082,246,161,0,0,0,0,565,1760,1896
1939,Goxwiller,87214270,30767,26170,22316,19059,28766,30005,33214,32784,30676
1940,Grand Bourg,87681353,265786,249760,603514,141132,302375,336778,376379,412191,450127
1941,Grande-Synthe,87281311,11507,11328,10262,7703,6507,8124,7131,5090,3812
1942,Grenoble,87747006,8121338,7993812,6150709,4781532,7796571,7057612,7674268,7237980,7549493
1943,Gudmont,87142265,462,1469,1222,1808,3576,2697,2071,1915,1642
1944,Guichen - Bourg-des-Comptes,87471151,219152,191540,116856,111583,169836,138612,131237,127139,127138
1945,Guingamp,87473207,1050571,922076,694628,516936,704582,636523,635559,582013,591776
1946,Habsheim,87182089,222700,184145,153811,161472,245909,227801,228017,221431,225468
1947,Hagondange,87191114,1327883,1187951,872214,698366,1031259,1014190,1073014,1105289,1154164
1948,Halte de Fontanil – Lycée de Drap,87565143,23954,37402,26294,18730,32827,31377,36186,29718,24618
1949,Ham-en-Artois,87342261,2176,2550,2895,2413,2454,3036,3193,3738,4195
1950,Hangest-sur-Somme,87313114,48759,45553,34438,32903,43635,39230,39105,37668,42167
1951,Hatrize,87192724,597,501,182,286,1580,1705,1279,652,1601
1952,Heiligenberg - Mollkirch,87214627,19886,20988,19093,17456,26388,24619,25236,26880,26619
1953,Hendaye,87677005,490981,423897,268956,194632,373730,322527,360887,340084,399124
1954,Herblay,87381889,3364563,3356330,2982632,1702962,3341643,3353417,3380147,3342904,3221262
1955,Hermes - Berthecourt,87313585,132485,120555,91304,85438,104436,99944,96687,97090,98430
1956,Herrlisheim,87212340,187138,178606,138060,117805,171268,154932,155461,152118,158057
1957,Herrlisheim-près-Colmar,87182329,75686,58589,54133,46806,51225,51605,56497,53434,47744
1958,Hirson,87295063,157237,148043,104867,70357,103873,102033,114781,114927,130709
1959,Hoelschloch,87213413,21391,24275,17942,15442,20638,18341,18232,21663,20874
1960,Hoenheim Tram,87338517,67165,60439,54922,55669,75183,75157,72582,70820,74593
1961,Hombourg-Budange,87191353,200,483,289,440,829,907,507,629,1212
1962,Héricourt,87184507,173873,183846,134020,123938,148273,124752,142341,138444,151785
1963,Héricy,87682435,86745,46723,65517,26867,56569,57252,58225,58087,57934
1964,Igney,87144089,18946,18840,15286,12451,14274,9033,8477,11250,11153
1965,Ille-sur-Têt,87784561,14890,9957,5449,3518,1152,677,2075,2156,2307
1966,Illfurth,87182204,74110,68267,56796,49498,78865,72961,61441,52591,52073
1967,Imphy,87696450,50846,58517,34289,23676,44593,38022,41014,34098,39324
1968,Invalides,87393033,9761032,9172483,4931817,4118025,11104701,11541909,11941725,12138735,12310511
1969,Is-sur-Tille,87713859,163850,154522,69060,68254,137104,154136,174961,166581,173034
1970,Isbergues,87342279,164956,150580,118656,104530,175520,166535,180402,176030,196134
1971,Iwuy,87345397,6276,5768,4585,5446,7181,5870,6973,6520,7871
1972,Jarnac,87491472,43336,42501,23390,22155,39286,34251,42313,43861,43809
1973,Jassonneix,87594085,1826,1389,960,496,960,650,971,651,17
1974,Javel,87393066,3152513,2962430,2372151,1839261,3586477,3621602,3667671,3643685,3602308
1975,Jouy,87394155,116457,110910,85622,76843,95286,96491,110449,116412,118183
1976,Juvisy-sur-Orge,87545244,35396457,33271111,41887674,21871129,40222510,43157732,42199755,40463299,38614086
1977,Ker Lann,87159947,88192,85456,66092,47823,71306,59354,60933,61896,63675
1978,Keskastel,87215491,50298,52193,49182,47041,33261,34433,43443,46026,48090
1979,Krimmeri Meinau,87338525,198650,169272,131108,119333,165140,167726,171593,161618,150980
1980,L'Isle-Adam - Parmain,87276527,900094,938074,855329,462888,927670,901306,892500,871379,849272
1981,L'Isle-d'Abeau,87761239,311232,294375,215285,159510,228996,201520,211322,197159,229555
1982,La Basse Indre - Saint-Herblain,87481069,34686,36375,26223,22448,35569,24395,28283,30153,25242
1983,La Bâthie,87741678,181,106,239,43,100,96,144,49,64
1984,La Chapelle Aulnay,87590364,35538,28376,20741,14849,21028,17143,15547,13054,12746
1985,La Ciotat - Ceyreste,87751784,613563,606309,482815,369263,539722,504549,541933,485870,468275
1986,La Crau,87755611,111464,98175,69565,40643,64283,56357,61266,44179,15687
1987,La Crèche,87485474,31068,24541,18345,15336,19339,12109,12038,11074,13394
1988,La Fère,87296632,135802,116927,110741,94403,102354,104921,127578,134598,135172
1989,La Haie-Fouassière,87481416,167174,139927,102217,87906,153534,156587,152935,123439,89051
1990,La Levade,87775247,937,710,598,448,1020,676,521,445,349
1991,La Miouze - Rochefort,87641290,0,1,0,3,226,530,265,175,744
1992,La Mothe-Achard,87486423,89208,80478,52342,38867,57654,50511,52838,50390,47771
1993,La Penne-sur-Huveaune,87751743,59243,68340,56921,46980,68514,65286,75227,66088,53456
1994,La Plaine Stade de France - Saint-Denis - Aubervilliers,87164798,13008410,13005557,9777230,6700974,15759876,15486341,15307926,14819294,14298405
1995,La Porcherie,87592295,6865,4510,2804,3009,3740,2613,2569,4509,4962
1996,La Poterie,87334508,65660,54075,44391,45583,33400,31844,43870,38781,33870
1997,La Redonne Ensuès,87753574,64027,62581,43303,28337,46278,41776,46974,40809,47873
1998,La Rochefoucauld,87583427,0,2,3,1,1427,3766,11004,16401,20238
1999,La Rochelle,87485003,2925287,2692269,2059413,1490951,2235983,1984267,2068356,1771473,1886734
2000,La Valbonne,87723577,214395,211394,158092,128045,201648,180282,195194,183082,187822
2001,La Ville-Dieu-du-Temple,87611459,25528,23006,18839,11941,11468,9992,10242,9073,11127
2002,La Wantzenau,87212316,37979,36686,30439,24431,48018,39613,40097,51688,49467
2003,La-Voulte-sur-Rhône,87761544,1021,1406,1042,747,601,956,1029,2023,2053
2004,Labergement-Sainte-Marie,87715219,16351,11097,6856,5664,8043,7977,9101,11347,8873
2005,Laboissière - Le Déluge,87313676,58907,47951,38292,25990,27855,25292,23832,21395,17744
2006,Lafarge,87592733,1256,1087,1345,2755,4155,4876,5445,6098,7759
2007,Laguépie,87613471,11211,10284,6499,4219,5671,4258,4525,3845,4188
2008,Lamanon,87753731,44217,42006,33790,22952,39147,30637,31118,26519,24474
2009,Lancey,87417501,192506,192991,128041,107318,170748,139352,140043,123117,124771
2010,Landas,87286575,79417,64993,49163,46040,63157,54818,57432,48366,45176
2011,Landrecies,87295642,12310,11225,11053,11742,20066,17320,18718,18121,18448
2012,Landébia,87473264,2916,1784,1342,1847,2057,3078,3324,3656,5031
2013,Langon,87582775,924219,857442,674520,533009,768352,701339,678569,627862,641240
2014,Laragne-Montéglin,87763755,19873,18312,12238,9031,17947,20265,24952,24148,24927
2015,Larche,87594424,1,3,0,13,44,16,109,67,280
2016,Laroque-Timbaut,87586412,1571,1773,384,178,314,337,771,636,491
2017,Latour-de-Carol - Enveitg,87611483,95090,76304,53545,37219,56705,47425,49671,48806,51611
2018,Laval-de-Cère,87594796,1038,977,247,338,412,584,533,576,627
2019,Lavilletertre,87381202,16787,16310,14420,8309,11988,13502,16843,19806,20267
2020,Le Bosquet,87757757,131178,111383,95809,52529,85092,52143,6957,43474,50071
2021,Le Buisson-de-Cadouin,87595751,48018,45599,33183,23717,36727,43165,49851,47744,52212
2022,Le Cateau-Cambrésis,87295220,29666,32155,25044,25360,27490,21113,23327,23445,26810
2023,Le Chénay Gagny,87113522,2956969,2779109,2851761,1562549,3268600,3277376,3294408,3248342,3187642
2024,Le Coudray-Montceaux,87681635,76814,72182,57852,67053,87387,89144,91802,92545,93102
2025,Le Dramont,87757542,23119,18042,15802,9735,11865,6563,4854,6532,6413
2026,Le Havre,87413013,2116610,1875316,1373175,1170571,1846292,1651915,1742027,1621008,1749706
2027,Le Havre Graville,87413203,1710,1559,1430,512,993,1484,1160,660,655
2028,Le Luc - Le Cannet,87755405,59710,51849,45132,33909,47512,37872,43411,42798,38783
2029,Le Merlerault,87444588,1,6,5,17,726,521,483,593,573
2030,Le Meux - La Croix-Saint-Ouen,87276733,44755,44161,36443,26071,39014,32022,34707,34528,33071
2031,Le Méridien La Ferrière,87721522,129889,136655,122081,124412,155019,148699,150003,135763,124009
2032,Le Quesnoy,87295857,469159,423766,320999,304744,424490,393995,396415,371186,406807
2033,Le Stade,87381095,2916687,2801735,2248596,1211425,2477161,2212788,2307206,2430476,2537738
2034,Le Theil - La Rouge,87396333,19637,18634,15313,13117,20229,18549,18680,20037,21490
2035,Le Verdon-sur-Mer,87581389,16700,14292,12882,7964,10343,6925,7200,5150,7548
2036,Le Vernet d'Ariège,87611350,19537,17163,10712,4596,9502,8373,12628,14491,12612
2037,Les Abrets - Fitilieu,87741496,4674,4918,4491,2818,5284,4893,4302,4259,5059
2038,Les Ardoines,87492108,2276058,2139277,1871348,1011006,2591321,2586453,2578806,2525837,2462788
2039,Les Bossons,87746768,6418,5988,4746,4024,4044,4767,5833,6247,6857
2040,Les Cabannes,87611574,12426,10768,7403,2726,7119,6572,7084,6100,6548
2041,Les Cabrils,87781559,164,318,228,144,221,110,107,75,92
2042,Les Islettes,87175711,0,0,34,28,83,103,26,40,154
2043,Les Quatre Roues,87576181,4110,2428,557,276,309,36,76,594,2303
2044,Les Quatre-Routes-du-Lot,87594564,3441,2856,2016,1101,1358,1383,1479,1638,2784
2045,Les Églisottes-et-Chalaures,87584532,24938,22336,16819,18059,21979,17957,15364,14905,12777
2046,Lesquin,87286849,160619,141025,116200,102760,181001,167601,187268,173908,175318
2047,Liancourt-Saint-Pierre,87381210,23216,26872,18934,14353,23845,25428,31326,30593,30159
2048,Limoges Bénédictins,87592006,1888977,1805383,1396497,1002380,1589836,1458785,1696236,1643729,1711530
2049,Limoux,87615161,58021,28250,17568,7083,7516,4776,6259,7119,6786
2050,Lisière Pereire,87733683,521227,246807,0,0,0,0,0,0,0
2051,Livry-sur-Seine,87682401,151423,92740,101959,51652,112341,107957,104859,98867,93577
2052,Longages - Noé,87611053,150525,126046,100384,77042,102160,85589,105821,99801,103280
2053,Longjumeau,87393611,422086,396645,317888,136777,480402,504031,532378,552047,568054
2054,Longueau,87313049,455948,430759,327802,285493,475674,439365,460088,446487,468219
2055,Longueil-Sainte-Marie,87276303,34598,38261,34405,24630,40050,36959,45314,46988,43509
